Artist,Song,Lyrics,Genre,Year,Rank
Taylor Swift,Should've Said No,Its strange to think the songs we used to sing The smiles the flowers everything is gone Yesterday I found out about you Even now just looking at you feels wrong  You say that youd take it all back given one chance It was a moment of weakness and you said Yes  You shouldve said No you shouldve gone home You shouldve thought twice fore you let it all go You shouldve known that word Bout what you did with herd Get back to me get back to me And I shouldve been there in the back of your mind I shouldnt be asking myself Why You shouldnt be begging for forgiveness at my feet You shouldve said No baby and you might still have me  You can see that Ive been crying And baby you know all the right things to say But do you honestly expect me to believe We could ever be the same  You say that the past is the past you need one chance It was a moment of weakness and you said Yes  You shouldve said No you shouldve gone home You shouldve thought twice fore you let it all go You shouldve known that word Bout what you did with herd Get back to me get back to me And I shouldve been there in the back of your mind I shouldnt be asking myself Why You shouldnt be begging for forgiveness at my feet You shouldve said No baby and you might still have me  I cant resist Before you go tell me this Was it worth it Was she worth this  No no no no  You shouldve said No you shouldve gone home You shouldve thought twice fore you let it all go You shouldve known that word Bout what you did with herd Get back to me get back to me And I shouldve been there in the back of your mind I shouldnt be asking myself Why You shouldnt be begging for forgiveness at my feet You shouldve said No baby and you might still have me,country,2008,29
Brooks,Put A Girl In It,You can buy you a brand new truck Chrome it all out jack it way up You can build you a house up high on a hill With a pool and a pond and a view to kill You can make all the money in sight But you aint livin the good life  Til you put a girl in it You aint got nothin Whats it all worth Without a little lovin Put a girl in it Some huggin and some kissin If youre worlds got somethin missin Just put a girl in it  You can buy a boat and a shiny set of skis Have some fun in the sun float around in the breeze You can lay out on a blanket by the lake Drink a cold beer polish off another day Kick on back and watch the sky turn red A sunset aint a sunset  Til you put a girl in it You aint got nothin Whats it all worth Without a little lovin Put a girl in it Some huggin and some kissin If youre worlds got somethin missin Just put a girl in it  You can write you a country song The DJ wont put it on They wont dance or sing along  Til you put a girl in it You aint got nothin Whats it all worth Without a little lovin Put a girl in it Some huggin and some kissin If youre worlds got somethin missin Just put a girl in it  If youre ridin in your truck Put a girl in it  If youre gonna have a party Put a girl in it  If you wanna live the good life Better put a girrrl in it,country,2008,30
Taylor Swift,Picture To Burn,State the obvious I didnt get my perfect fantasy I realize you love yourself more than you could ever love me So go and tell your friends that Im obsessive and crazyThats fine Ill tell mine that youre gayThats fine you wont mind if I say By the way I hate that stupid old pickup truck You never let me drive Youre a redneck heartbreak Whos really bad at lying So watch me strike a match On all my wasted time As far as Im concerned youre Just another picture to burn  Theres no time for tears Im just sitting here planning my revenge Theres nothing stopping me From going out with all of your best friends And if you come around saying sorry to me My daddys gonna show you how sorry youll be  Chorus  And if youre missing me Youd better keep it to yourself Cause coming back around here Would be bad for your health  Cause I hate that stupid old pickup truck You never let me drive Youre a redneck heartbreak Whos really bad at lying So watch me strike a match On all my wasted time In case you havent heard I really really hate that  Chorus  Burn burn burn baby burn Youre just another picture to burn Baby burn,country,2008,31
Chuck Wicks,Stealing Cinderella,I went to see her dad for a sit down man to man  Wasnt any secret Id be asking for her hand  I guess thats why he left waiting in the living room by myself  With at least a dozen pictures of her sitting on a shelf she was playing Cinderella  She was riding her first bike  Bouncing on the bed and looking for a pillow fight  Runnin through the sprinkler with a big popsicle grin  Dancin with her dad lookin up at him  In her eyes Im prince charming but to him Im just some fellow Riding in and stealing Cinderella   I leaned in towards those pictures  to get a better look at one When I heard a voice behind me say Now Aint she somethin son I said Yeah shes quite a woman And he just stared at me And I realized that in his eyes she would always be playing Cinderella  She was riding her first bike  Bouncing on the bed and looking for a pillow fight  Runnin through the sprinkler with a big popsicle grin  Dancin with her dad lookin up at him  In her eyes Im prince charming but to him Im just some fellow Riding in and stealing Cinderella   Oh he slapped me on the shoulder Then he called her in the room When she threw her arms around him Thats when I could see it too She was playing Cinderella  She was riding her first bike  Bouncing on the bed looking for a pillow fight  Runnin through the sprinkler with a big popsicle grin  Dancin with her dad lookin up at him  If he gives me a hard time I cant blame the fellow Im the one whos stealing  cinderella,country,2008,32
The Lost Trailers,Holler Back,I got a city folk friend in a hiphop world He goes by E Diddy but his name is Earl Cocks his hat to the side in his Grandmas ride Pumpin nothin but bass  He says things like Dawg are you down with that And Dont that fly girl got some back And I feel so doggone outta place  When he says Holler back when you get back home I say The only holler back that I know is  In that holler back in the woods Where the country folks got it good Homebrewed homegrown Where the wild seeds a get sown Its a blast from the past All the cowgirls shakin their sassafras Let out a howl if ya feel like ya gotta If you wanna go on back to the holler Holler back  Take a left off the Interstate Go ten miles Take a right on Farm Road 99 And just roll til the blacktop ends  Ya see Mary Jo rockin that front porch swing Bikini top and them cutoff jeans And thats where Hillbilly Heaven begins  Ah shell pour ya some of that cherry wine Boy youre guaranteed to have yourself One hell of a time  In that holler back in the woods Where the country folks got it good Homebrewed homegrown Where the wild seeds a get sown Its a blast from the past All the cowgirls shakin their sassafras Let out a howl if ya feel like ya gotta If you wanna go on back to the holler Holler back  In that holler back in the woods Where the country folks got it so good Homebrewed homegrown Where the wild seeds a get sown Its a blast from the past All the cowgirls shakin their sassafras Let out a howl if ya feel like ya gotta If you wanna go on back to the holler Holler back  Homebrewed homegrown Where the wild seeds a get sown Its a blast from the past All the cowgirls shakin their sassafras Homebrewed homegrown Where the wild seeds a get sown Ooh,country,2008,33
George Strait,Troubadour,I still feel twenty five Most of the time I still raise a little cain with the boys Honky Tonks and pretty women Lord Im still right there with them Singing above the crowd and the noise  Sometimes I feel like Jesse James Still trying to make a name Knowing nothings gonna change what I am I was a young troubadour When I rode in on a song And Ill be an old troubadour When Im gone  Well the truth about a mirror Its that a damn old mirror Dont really tell the whole truth It dont show whats deep inside Oh read between the lines Its really no reflection of my youth  Sometimes I feel like Jesse James Still trying to make a name Knowing nothings gonna change what I am I was a young troubadour When I rode in on a song And Ill be an old troubadour When Im gone  I was a young troubadour When I rode in on a song And Ill be an old troubadour When Im gone  Ill be an old troubadour When Im gone,country,2008,34
Jason Aldean,Laughed Until We Cried,Going through my closet the other day Found an old yearbook flipped right to the page Of that senior trip down there on that Panama strip We all started yelling when we smelled the beach Just couldnt wait to try our fake ids We only had a few days and a whole lot of memories to make Oh man we were livin didnt waste one minute We talked and drank and danced and said goodbye We laughed until we cried  This past year my family Was sittin crosslegged round the Christmas tree Listenin to granddad we all knew it would probably be his last He was crackin jokes and we were takin turns  Tellin stories bout fishing or lessons learned Out on the porch with him we all felt like kids again  Oh man we were livin sittin there reminiscin Yeah we sang and talked and traveled back in time We laughed until we cried  Its like the best days under the sun Every emotion rolled into one A little of this A little of that Kinda happy Kinda sad  Just the other night the baby was cryin So I got out of bed rocked her awhile and I held her tight And I told her it would be all right My mind went back to a few years ago We tried so long we almost gave up hope And I remember you comin in and tellin me the news Oh man we were livin goin crazy in the kitchen We danced and screamed and held each other tight We laughed until we cried  although the cd cover says Oh man were livin Ill never forget it We danced and kissed and thanked the Lord that night,country,2008,35
Dierks Bentley,Trying To Stop Your Leaving,Got a guitar Got a guitar on my back And Im standin on this lonesome railroad track Trains a comin Itll be here fore too long But I dont think I can stop it with a song  Girl thats kind of the way Im feelin Tryin to stop your leavin  Got a pebble Got a pebble in my hand And I toss it out into the middle of the Rio Grande But the river keeps a runnin Dont even know that Im around I could throw in a million more and not slow it down  Girl thats kind of the way Im feelin Tryin to stop your leavin  Theres nothin I wouldnt try If I thought it would change your mind  But you dont love me You dont love me anymore And I know as soon as you walk out that door Trains a comin Rivers runnin Trains a comin rivers runnin Pains a comin tears are runnin  Yeah thats kind of the way Im feelin Knowin I couldnt stop your leavin,country,2008,36
Billy Ray Cyrus,"Ready, Set, Don't Go",Shes gotta do what shes gotta do And Ive gotta like it or not Shes got dreams too big for this town And she needs to give em a shot Whatever they are  Looks like Im all ready to leave Nothing left to pack There aint no room for me in that car Even if she asked me to tag along God I gotta be strong  Im at the startin line of the rest of my life As ready as Ive ever been Got the hunger and the stars in my eyes The prize is mine to win Shes waitin on my blessings Before she hits that open road Baby get ready Oh Im ready Get set Dont go  Looks like things are fallen in place Feels like theyre fallen apart I painted this big ol smile on my face To hide my broken heart If only she knew  This is where you dont say what you want so bad to say This is where I want to but I wont get in the way Of her and her dreams And spreadin her wings Im ready to fly  Im at the startin line of the rest of my life As ready as Ive ever been Got the hunger and the stars in my eyes The prize is mine to win Shes waitin on my blessings Before she hits that open road Baby get ready Get set Dont go  Im at the startin line of the rest of my life As ready as I ever been Itll be alright Got the hunger and the stars in my eyes The prize is mine to win Ill be okay Shes waitin on my blessings Before she hits that open road Baby get ready Get set Please dont go  Dont go Let me go now right now Dont go Ill be alright Ill be okay Know that Ill be thinking of you each and everyday Shes gotta do what shes gotta do Let me go now Shes gotta do what shes gotta do Oh Ive gotta do what Ive gotta do Shes gotta do what shes gotta do Dont go,country,2008,37
Kenny Chesney,Shiftwork,Shift work hard work tired body Bluecollar shirt and a baseball cap You knew me  Hes hot sweat drops round the clock Door never locks Noise never stops Not all day Work seven to three Three to eleven Eleven to seven  Shift work tough work for the busy convenience store clerk Two feet that hurt going insane Shes mad at some lad Drove off and didnt pay for his gas and he wont be the last round the clock pain Work seven to three Three to eleven Eleven to seven Talking about a bunch of shift work A big ol pile of shift work Work seven to three Three to eleven Eleven to seven  Well i work shift work Ten years man i hated that work I made a break with the money i saved It took me to the beach to have a beer by the edge of the sea And this round a clock place I drank my money away We partied Work seven to three Three to eleven Eleven to seven  Chorus  instrumental interlude  Chorus  Work seven to three Three to eleven Eleven to seven,country,2008,38
Taylor Swift,Our Song,I was riding shotgun With my hair undone In the front seat of his car Hes got a onehand feel On the steering wheel The other on my heart I look around turn the radio down He says Baby is something wrong I say Nothing I was just thinking How we dont have a song And he says Our song is the slamming screen door Sneakin out late tapping on your window When were on the phone and you talk real slow Cause its late and your mama dont know Our song is the way you laugh The first date Man I didnt kiss her when I should have And when I got home  fore I said Amen Asking God if he could play it again  I was walking up The front porch steps After everything that day Had gone all wrong And been trampled on And lost and thrown away Got to the hallway Well on my way To my lovin bed I almost didnt notice All the roses And the note that said Our song is the slamming screen door Sneakin out late tapping on your window When were on the phone and you talk real slow Cause its late and your mama dont know Our song is the way you laugh The first date Man I didnt kiss her when I should have And when I got home  fore I said Amen Asking God if he could play it again  Ive heard every album listened to the radio Waited for something to come along That was as good as our song Cause our song is the slamming screen door Sneakin out late tapping on his window When were on the phone and he talks real slow Cause its late and his mama dont know Our song is the way he laughs The first date Man I didnt kiss him when I should have And when I got home  fore I said Amen Asking God if he could play it again Play it again  Oh yeah Ohoh yeah  I was riding shotgun With my hair undone In the front seat of his car I grabbed a pen And an old napkin And I wrote down our song,country,2008,39
Luke Bryan,Country Man,You need hands rough not soft To come and warm you up up in that cold hayloft Let me hold you little darling in my big strong arms Cant get these kind of muscles anywhere but a farm  Hey Im a country man A city boy cant do the things I can I can grow my own groceries and saltcure a ham Hey baby Im a country man  Ive got a Jeep with camouflage seats That way nobody sees us parked back up in these trees Your little iPods loaded down with Hoobastank Dont be a tapeplayer hater girl were groovin to Hank  Hey Im a country man A city boy cant do the things I can I can hotwire your tractor and plow up your land Hey baby Im a country man  You like the Ivy League Humvee tennis sweater type But girl Im here to tell you dont believe the hype  Hey Im a country man I can wrestle hogs and gators with my two bare hands Girl you better move quick Im in high demand Hey baby Im a country man  Hey Im a country man Hunting me a good ol country girlfriend Why dont you come and join me in my new deer stand Hey baby Im a country man Hey baby Im a country man,country,2008,40
Kid Rock,"All Summer Long
",It was 1989 My thoughts were short my hair was long Caught somewhere between a boy and man She was seventeen And she was far from inbetween It was summertime in Northern Michigan  Splashing through the sand bar Talking by the campfire Its the simple things in life like when and where We didnt have no Internet But man I never will forget The way the moonlight shined upon her hair  And we were trying different things We were smoking funny things Making love out by the lake to our favorite song Sipping whiskey out the bottle Not thinking bout tomorrow Singing Sweet home Alabama all summer long  Singing Sweet home Alabama all summer long  Catching Walleye from the dock Watching the waves roll off the rocks Shell forever hold a spot inside my soul Wed blister in the sun We couldnt wait for night to come To hit that sand and play some rock and roll  While we were trying different things And we were smoking funny things Making love out by the lake to our favorite song Sipping whiskey out the bottle Not thinking bout tomorrow Singing Sweet Home Alabama all summer long  Singing Sweet Home Alabama all summer long  Sweet Home Alabama Turn it up  Now nothing seems as strange As when the leaves began to change Or how we thought those days would never end Sometimes I hear that song And I start to sing along And think man Id love to see that girl again  Man Id like to see that girl again  And we were trying different things And we were smoking funny things Making love out by the lake to our favorite song Sipping whiskey out the bottle Not thinking bout tomorrow Singing Sweet Home Alabama all summer long  We were trying different things And we were smoking funny things Making love out by the lake to our favorite song Sipping whiskey out the bottle Not thinking bout tomorrow Singing Sweet Home Alabama all summer long  Singing Sweet Home Alabama all summer long Singing Sweet Home Alabama all summer long Singing Sweet Home Alabama all summer long Singing Sweet Home Alabama all summer long  Singing Home Sweet Home Alabama all summer long Singing all summer long,country,2008,42
Montgomery Gentry,What Do Ya Think About That,I heard it through the grapevine My new neighbor dont like my big red barn A 47 Ford bullet holes in the door Broke down motor in the front yard I got half a mind to paint a plywood sign And nail it up on a notty pine tree Saying I was here first This is my piece of dirt And your rambling dont rattle me  Some people care about what other people think Worry about what they say Let a little gossip Coming from a loose lip ruin a perfect day Say blah blah blah just a jacking their jaws Got a letta roll offa my back I dont give a dern what other people think What do ya think about that  I wear what I want to overalls work boots Crank my music up loud Like to sling a little mud in my four wheel drive Trek it all into town  Shot a little eight ball down at the pool hall Drink a beer with my friends Now dont judge me and I wont judge you Cause we all get judged in the end  Some people care about what other people think Worry about what they say Let a little gossip Coming from a loose lip ruin a perfect day Say blah blah blah just a jacking their jaws Got a letta roll offa my back I dont give a dern what other people think What do ya think about that  Some people care about what other people think Worry about what they say Let a little gossip Coming from a loose lip ruin a perfect day Say blah blah blah just a jacking their jaws Got a letta roll offa my back I dont give a dern what other people think What do ya think about that  Say I dont give a damn what other people think What do ya think about that What do ya think about that,country,2008,43
Sugarland,Stay,Ive been sitting here staring at the clock on the wall And Ive been laying here praying praying she wont call Its just another call from home And youll get it and be gone And Ill be crying  And Ill be begging you baby Beg you not to leave But Ill be left here waiting With my heart on my sleeve Oh for the next time well be here Seems like a million years And I think Im dying  What do I have to do to make you see She cant love you like me  Why dont you stay Im down on my knees Im so tired of being lonely Dont I give you what you need When she calls you to go There is one thing you should know We dont have to live this way Baby why dont you stay  You keep telling me baby There will come a time When you will leave her arms And forever be in mine But I dont think thats the truth And I dont like being used and Im tired of waiting Its too much pain to have to bear To love a man you have to share  Why dont you stay Im down on my knees Im so tired of being lonely Dont I give you what you need When she calls you to go There is one thing you should know We dont have to live this way Baby why dont you stay  I cant take it any longer But my will is getting stronger And I think I know just what I have to do I cant waste another minute After all that Ive put in it Ive given you my best Why does she get the best of you So next time you find you wanna leave her bed for mine  Why dont you stay Im up off my knees Im so tired of being lonely You cant give me what I need When she begs you not to go There is one thing you should know I dont have to live this way Baby why dont you stay yeah,country,2008,44
Tim McGraw,Let It Go,Ive been caught sideways out here on the crossroads Trying to buy back the pieces I lost of my soul Its hard when the devil wont get off your back Its like carrying around the past in a hundred pound sack  Chorus Today Im gonna keep on walking Im gonna hold my head up high Im gonna leave it all behind Today Im gonna stand out in the rain Let it wash it all away Yeah wash it all away Im gonna let it go Oh yeah Im gonna let it go Oh yeah  Skeletons and Ghosts are hiding in the shadows Threatening me with all the things that they know Choices and mistakes they all know my name But Im through holding in and holding onto all that pain  Chorus  I know I know I know Ive been forgiven I know I know I know Im gonna start living  Chorus  Oh yeah,country,2008,45
Josh Gracin,We Weren't Crazy,We headed out to California Everybody tried to warn us Said we wouldnt make it any further Than that worn out Chevy would  We broke down a time or two Thought maybe we didnt think it through We were all we had to turn to When it wasnt lookin good  Were lookin back laughin cause they called us crazy  chorus We were young we were wild we were restless Had to go had to fly  had to get away Took a chance on that feelin  baby We were lovin blind  borderline reckless We were livin for the minute we were spinnin in Maybe we were a lot of things But we werent crazy  Just a couple kids a couple years ago Now we gotta couple kids of our own We turn out right  proved them wrong Look at us goin strong  Lookin back laughin cause they called us crazy  repeat chorus  Coulda set it down When things got tough Coulda walked away from this love But thatd been crazy  We were young we were wild we were restless Had to go had to fly had to get away Took a chance on that feeling We were lovin blind borderline reckless We were livin for the minute we were spinning in Maybe we were a lot of things Oh maybe we were a lot of things But we werent crazy We werent crazy We werent crazy,country,2008,46
Keith Urban,Everybody,So here you are now nowhere to turn Its just the same old yesterday And you made a promise to yourself That you were never gonna be this way And the only thing that youve ever known is to run So you keep on driving faster into the sun  Cause everybody needs somebody sometimes Yeah everybody needs somebody sometimes  Dont have to find your own way out You gotta voice let it be heard Just when it feels youre on a dead end road Theres always somewhere left to turn  So dont give up now Youre so close to a brand new day Yes you are and if you just can bear to be alone Ill stay  Cause everybody needs somebody sometimes Yeah everybody needs somebody sometimes  Well maybe I been too caught up to see What youve been going through and all that I can say is  Oooo yeah  And everybody needs somebody sometimes Yeah everybody needs somebody sometimes Everybody needs somebody sometimes A little left to save Everybody needs somebody sometimes Gotta have someone beside you Gotta have someone beside you Yes ya do yes ya do Everybody everybody needs somebody sometimes,country,2008,47
Bucky Covington,It's Good To Be Us,Well baby there aint no maybe about it I aint made of money So I know that you aint hangin round for that If it grew on trees The branches on mine wouldnt have no leaves On a shoestring saving every dime we made No Cadillac cruising no boat on a lake Out in nomansland on an old twolane Yeah but we like it that way  Its good to be us good to be breathing Day after night after day this feeling Feels the way it should If this is as good as it gets then good Its good to be us  Aw give me this air and give me this land When I lay down at night girl give me your hand I can take any hurt this world has to give As long as I got you as long as I live Ill make your life as sweet as I can Ill move every mountain to be that man That gives you space and a place to land You wake up smiling knowing that  Its good to be us good to be breathing  Day after night after day this feeling Feels the way it should If this is as good as it gets then good  Its better than best yeah we got it made In the shade in the sun in love this way  yeah We got lucky baby weve been blessed Couldnt ask for more wouldnt settle for less Its good to be us yeah its good to be us  Its good to be us good to be breathing Day after night after day this feeling Feels the way it should If this is as good as it gets then good  Its better than best yeah we got it made In the shade in the sun in love this way  yeah We got lucky baby weve been blessed Couldnt ask for more wouldnt settle for less Its good to be us yeah its good to be us  Baby its good to be us So good to be us,country,2008,48
Zac Brown Band,Chicken Fried,You know I like my chicken fried And cold beer on a Friday night A pair of jeans that fit just right And the radio up  Well I was raised up beneath the shade of a Georgia Pine And thats home you know Sweet tea pecan pie and homemade wine Where the peaches grow And my house its not much to talk about But its filled with love thats grown in southern ground  And a little bit of chicken fried Cold beer on a Friday night A pair of jeans that fit just right And the radio up I love to see the sun rise See the love in my womans eyes Feel the touch of a precious child And know a mothers love  Its funny how its the little things in life That mean the most Not where you live what you drive Or the price tag on your clothes  Theres no dollar sign On a peace of mind This Ive come to know So if you agree Have a drink with me Raise your glasses for a toast  To a little bit of chicken fried And cold beer on a Friday night A pair of jeans that fit just right And the radio up I love to see the sun rise See the love in my womans eyes Feel the touch of a precious child And know a mothers love  I thank God for my life And for the stars and stripes May freedom forever fly Let it ring Salute the ones who died The ones that give their lives So we dont have to sacrifice All the things we love  Like our chicken fried And cold beer on a Friday night A pair of jeans that fit just right And the radio up I love to see the sun rise See the love in my womans eyes Feel the touch of a precious child And know a mothers love  Get a little chicken fried And cold beer on a Friday night A pair of jeans that fit just right And the radio up I love to see the sun rise See the love in my womans eyes Feel the touch of a precious child And know a mothers love,country,2008,49
Craig Morgan,Love Remembers,You can forget what love was wearing When it walked out your front door Where you fell down to your knees And you can forget the kind of suitcase That was packed out on the sidewalk While you cried there beggin please But love remembers  You can lie and tell yourself Youre over it and someone else will take loves place And this is for the best You can lie in that bed In a strangers arms reachin for comfort Close your eyes and still get no rest  Cause love remembers The smell of a summer day Lying in a hammock over fresh cut grass And the promise of forever Yeah love remembers The sound of the pouring rain Beatin down on the top of a car On the side of the road Where it couldnt wait Yeah love remembers  You might convince yourself Theres shelter in a bottle And for a while there it might numb the pain But when it hits you then it hits you That loves still gone and youll be wishin That youd poured it down the drain Cause love remembers  The taste of cotton candy lip gloss On the lips of a long kiss And the plans they made together Yeah love remembers To feel the fingertips Running through soakin wet hair On the bank after a midnight swim Yeah love remembers  guitar solo  Yeah love remembers The smell of a summer day Lying in a hammock over fresh cut grass And the promise of forever Love remembers The sound of the pouring rain Beatin down on the top of a car On the side of the road Where it couldnt wait Yeah love remembers  Love remembers Love remembers The sound of the pouring rain Beatin down on the top of a car On the side of the road Where it couldnt wait,country,2008,50
Bucky Covington,I'll Walk,We were 18 it was prom night We had our first big fight She said Pull this car over I did and then I told her I dont know what you are crying for I grabbed her hand as she reached for the door  She said Ill walk Let go of my hand Right now Im hurt and you dont understand So just be quiet And later we will talk Just leave dont worry Ill walk  It was a dark night a black dress Driver never saw her around the bend I never will forget the call or driving to the hospital when they told me her legs still wouldnt move I cried when I walked into her room  She said Ill walk Please come and hold my hand Right now Im hurt and I dont understand Lets just be quiet and later we can talk Please stay dont worry Ill walk  I held her hand through everything The weeks and months of therapy And I held her hand and asked her to be my bride Shes dreamed from a little girl to have her daddy bring her down the isle So from her wheelchair she looks up to him and smiles  And says Ill walk Please hold my hand I know that this will hurt I know you understand Please daddy dont cry This is already hard Lets go dont worry Ill walk,country,2008,51
Brooks,God Must Be Busy,That anchorman says theyre fighting again Somewhere in the Middle East  The world prays for peace Theres a single mom just got laid off Went and lost her job to foreign hands In some far away land Last night in Oklahoma Some twister took thirteen And theyre praying they find the missing three God must be busy  That highway sign went from slow ahead To traffics dead thought it couldnt get worse Then that Amber alert They say shes four Colorado plates Heading out of state in a Chevy van Its hard to understand You can see it in the faces Of all those highway strangers Theyre praying that God keeps girl from danger God must be busy  And I know in the big picture Im just a speck of sand And Gods got better things to do Than look out for one man I know Hes heard my prayers Cause He hears everything He just aint answered back or Hed bring you back to me God must be busy  The evening news aint much changed Pretty much the same since I left home Yeah that wars still on They found that little girl She was soaking wet half scared to death On the side of some road Them prayers work ya know  And the blood and the cripes are at it And theres a killer drought down south And old folks cant afford the drugs they cant live without God must be busy  And I know in the big picture Im just a speck of sand And Gods got better things to do Than look out for one man I know Hes heard my prayers Cause He hears everything He just aint answered back or Hed bring you back to me God must be busy  That anchorman says the fightings worse Cities burn in the Middle East The world prays for peace,country,2008,52
Montgomery Gentry,Roll With Me,Wake up in the morning Get to living my life Making sure that Im all that I can be Went to church on Sunday There was a moment that came I swear it was like the Lord spoke right to me  So now Im slowing it down and Im looking around And Im lovin this town and Im doing alright Aint worried bout nothing cept for the man I wanna be Im thinking maybe its time to be livin the rhyme When Im singing a song about nothing but right And itd sure be nice if you would roll with me  Saw a kid last winter only twenty years old Being laid to rest while his mom stood by his side Sure was hard to watch those tears roll down her face Made me think how we all just have our time  So now Im slowing it down and Im looking around And Im lovin this town and Im doing alright Aint worried bout nothing cept for the man I wanna be Im thinking maybe its time to be livin the rhyme When Im singing a song about nothing but right And its sure be nice if you would roll with me  Who knows whats up ahead I think Id rather not know instead  So now Im slowing it down and Im looking around And Im lovin this town and Im doing alright Aint worried bout nothing cept for the man I wanna be Im thinking maybe its time to be livin the rhyme When Im singing a song about nothing but right And its sure be nice if you would roll with me,country,2008,53
Heidi Newfield,Johnny & June,Oh theres something bout a man in black Makes me want to buy a cadillac Throw the top back And roll down to Jackson town I wanna be there on the stage with you You and I could be the next rage to Hear the crowd roar Make em one more Ill kick the footlights out  I wanna love like Johnny  June Rings of fire burnin with you I wanna walk the line Walk the line Till the end of time I wanna love Love ya that much Cash it all in Give it all up When youre gone I wanna go too Like Johnny  June  I wanna hold you baby right or wrong Build a world around a country song Pray a sweet prayer Follow you there Down in history  I wanna love like Johnny  June Rings of fire burnin with you I wanna walk the line Walk the line Till the end of time I wanna love Love ya that much Cash it all in Give it all up When youre gone I wanna go too Like Johnny  June  Like Johnny  June More than life itself Noone else This here is promise They dont make love like that anymore Is that too much to be askin for  I wanna love like Johnny  June Rings of fire burnin with you I wanna walk the line Walk the line Till the end of time I wanna love Love ya that much Cash it all in Give it all up When youre gone I wanna go too Like Johnny  June  Like Johnny  June And when were gone Therell be no tears to cry Only memories of our lives Theyll remember remember A love like that,country,2008,54
Taylor Swift,Love Story,We were both young when I first saw you I close my eyes and the flashback starts Im standing there on a balcony in summer air  See the lights see the party the ball gowns See you make your way through the crowd And say Hello Little did I know  That you were Romeo you were throwing pebbles And my daddy said Stay away from Juliet And I was crying on the staircase Begging you Please dont go And I said  Romeo take me somewhere we can be alone Ill be waiting all thats left to do is run Youll be the prince and Ill be the princess Its a love story baby just say Yes  So I sneak out to the garden to see you We keep quiet cause were dead if they knew So close your eyes Escape this town for a little while Oh oh  Cause you were Romeo I was a scarlet letter And my daddy said Stay away from Juliet But you were everything to me I was begging you Please dont go And I said  Romeo take me somewhere we can be alone Ill be waiting all thats left to do is run Youll be the prince and Ill be the princess Its a love story baby just say Yes  Romeo save me Theyre trying to tell me how to feel This love is difficult but its real Dont be afraid well make it out of this mess Its a love story baby just say Yes  Oh oh oh  I got tired of waiting Wondering if you were ever coming around My faith in you was fading When I met you on the outskirts of town And I said  Romeo save me Ive been feeling so alone I keep waiting for you but you never come Is this in my head I dont know what to think He knelt to the ground and pulled out a ring and said  Marry me Juliet youll never have to be alone I love you and thats all I really know I talked to your dad  go pick out a white dress Its a love story baby just say Yes  Oh oh oh oh oh oh  Cause we were both young when I first saw you,country,2008,55
Josh Turner,Another Try, All the things I felt and never shared All the times she was lonely with me there Tears I wouldnt let fall from my eyes and how I let her go without a fight  The reasons Im alone I know by heart but I dont wanna spend forever in the dark I swear next time Ill hang on for dear life If love ever gives me another try  Theres no changin things that we regret  the best that we can hope for is one more chance If the hands of time could just move in reverse I wouldnt make the same mistake again with her  The reasons Im alone I know by heart but I dont wanna spend forever in the dark I swear next time Ill hang on for dear life If love ever gives me another try   The reasons Im alone I know by heart but I dont wanna spend forever in the dark I swear next time Ill hang on for dear life If love ever gives me another try   Oh if love ever gives me another try,country,2008,56
Jamey Johnson,In Color,I said Grandpa whats this picture here Its all black and white and it aint real clear Is that you there he said yeah I was eleven And times were tough back in thirtyfive Thats me and Uncle Joe just tryin to survive A cotton farm in the Great Depression  And if it looks like we were scared to death Like a couple of kids just trying to save each other You shouldve seen it in color  This one here was taken overseas In the middle of hell in nineteen fortythree In the winter time you can almost see my breath That was my tail gunner ole Johnny McGee He was a high school teacher from New Orleans And he had my back right through the day we left  If it looks like we were scared to death Like a couple of kids just trying to save each other You shouldve seen it in color  A pictures worth a thousand words But you cant see what those shades of gray keep covered You shouldve seen it in color  And this one is my favorite one This is me and grandma in the summer sun All dressed up the day we said our vows You cant tell it here but it was hot that June And that rose was red and her eyes were blue And just look at that smile I was so proud  Thats the story of my life Right there in black and white  And if it looks like we were scared to death Like a couple of kids just trying to save each other You shouldve seen it in color  Yeah a pictures worth a thousand words But you cant see what those shades of gray keep covered You shouldve seen it in color Shouldve seen it in color,country,2008,57
